"Codigo interno";"Código FONASA";"CONSULTAS Y ATENCION MEDICA";valor
6655;1704041-11;"Metástasis bilateral pulmón, trat. quir. por esternotomía";3454620
4440;1704043-11;"Neumonectomía c/s resección de pared costal";1344620
1362;1704092-13;"Neumonectomía por vía videotoracoscopica";3682000
3871;1704045-10;"Quistectomía simple de pulmón";4086400
4550;1704046-10;"Resecciones segmentarias anatómicas de pulmón";1474380
2679;1704093-13;"Resecciones segmentarias anatómica por vía videotoracoscopica";2977350
6967;1704073-11;"Absceso pulmonar, drenaje por videotoracoscopia";4324700
4446;1704089-14;"Resección segmentaria atipica por vía videotoracoscopica";6919520
6172;1704074-11;"Cirugía de quiste hidatídico c/s resección pulmonar por vía videotoracoscopia";1917850
7039;1704075-11;"Metástasis unilateral, trat. quir. por videotoracoscopia";4297100
1449;1704094-11;"Extracción cuerpo extraño esofágico por vía videotoracoscopica";3990080
3344;1704049-6;"Esofagostomía cervical (proc. aut.)";411620
5211;1704050-9;"Tumores benignos y/o quistes esofágicos, trat. quir., vía cervical";1352650
8900;1704051-9;"Tratamiento quirúrgico de tumores esofagicos benignos y/o quistes vía torácica";1457080
7434;1704095-11;"Resección de tumor esofagico benignos por vía videotoracoscopica";3990080
3416;1704052-8;"Divertículos esofágicos, trat. quir., vía cervical";242070
2044;1704053-8;"Divertículos esofágicos, trat. quir., vía torácica";1343440
8246;1704096-10;"Resección de diverticulos esofágicos por vía videotoracoscopica";5255440
2292;1704054-8;"Achalasia, trat. quir.";1172850
2032;1704055-12;"Atresia esofágica, trat. quir.";1861230
5989;1704056-12;"Esofagectomía con restitución del tránsito mediante estómago o intestino; parcial o total";751430
4564;1704059-8;"Prótesis o tubo endoesofágico, colocación de (proc. aut.)";297890
5869;1704060-11;"Reconstitución de tránsito en segundo tiempo (estómago o intestino) de operación cód. 17-04-057";2027240
2571;1704061-9;"Sutura herida o perforación esófago cervical";1361820
7761;1704062-11;"Sutura herida o perforación esófago torácico";4030390
8889;1704097-12;"Sutura herida o perforación esófago torácico por vía videotoracoscopica";2364930
4475;1704078-12;"Atresia esofágica sin fístula traqueoesofágica. Anastomosis";6204100
3248;1707001;"Espirometría Basal";69700
3670;1707002;"Espirometría Basal y con broncodilatador";69660
6530;1707003;"Prueba de provocación con alergeno (incluye alergeno)";88000
7428;1707004;"Provocación con ejercicio, test de";170800
1390;1707005;"Test de provocación con metacolina (pc20) (incluye espirometría basal y tratamiento de efectos adver";18550
5695;1707051;"Curva dosis respuesta a broncodilatadores.";44370
7842;1707057;"Determinación de umbral tusígeno";254610
9834;1707007;"Análisis de gas espirado";52400
1529;1707008;"Capacidad de difusión, estudio de";34830
8477;1707009;"Capacidad física del trabajo";83800
6194;1707010;"Curva de lavado de nitrógeno (N)";154980
5939;1707011;"Curva de relación flujo-volumen basal";74320
5177;1707012;"Distensibilidad pulmonar, (compliance), estudio de";14800
1359;1707013;"Medición de presión de oclusión";104490
4961;1707016;"Registro flujométrico, por semana";29200
5152;1707017;"Respuesta respiratoria al CO2";73770
3744;1707018;"Tiempo de tolerancia a la fatiga respiratoria";32750
4041;1707019;"Ventilación alveolar, estudio de (incluye ventilación minuto y alveolar, volumen del espacio muerto ";167280
8565;1707020;"Volúmenes pulmonares por lavado de nitrógeno";245400
5620;1707058;"Volúmenes pulmonares por pletismografía corporal. Estudio basal";221650
6926;1707022-2;"Larigotraqueoscopía con tubo rígido";159570
3479;1707027-3;"Broncoaspiración, c/s lavado y/o colocación de medicamentos por sonda traqueobronquial (proc. aut.)";135900
6400;1707029;"Toracocentesis evacuadora, c/s toma de muestras c/s inyección de medicamentos";74000
2282;1707061-7;"Fibrobroncoscopía con biopsia transbronquial";350840
3406;1707062-4;"Selle endoscópico de fístula bronco-pleural";7494080
2205;1707025;"Procedimiento para determinar gasometría arterial en reposo y ejercicio";9880
8167;1707026;"Procedimiento para determinar gasometría arterial respirando O2 puro";20160
8228;1707054;"Saturación de O2 en reposo y/o ejercicio (con oxímetro)";33300
1443;1707056;"Endosonografía bronquial (EBUS)";14643200
7274;1707063;"Poligrafía cardiorrespiratoria del sueño ambulatoria";539820
8617;1707052;"Saturometría nocturna del sueño";227600
6054;1707053;"Titulación Automática de CPAP";262290
4998;1801001-3;"Gastroduodenoscopía (incluye esofagoscopía)";197120
3203;1801006-3;"Colonoscopía larga (incluye sigmoidoscopía y colonoscopía izquierda)";189900
6039;1801037;"Test Ureasa (para Helicobacter pylori) en gastroscopía";31600
2785;1801002-3;Esofagoscopia;30340
8524;1801004-2;"Ano-recto-sigmoidoscopia en adultos";73700
1345;1801005-2;"Ano-recto-sigmoidoscopía en niños";66210
8573;1801007-3;"Sigmoidoscopía y colonoscopía izquierda con tubo flexible (incluye ano-recto-sigmoidoscopía)";176440
2333;1801008;"- Coledocoscopia intraoperatoria c/s extracción de cálculos";77200
3544;1801009-4;#NAME?;285900
2693;1801011;"Manometría esofágica convencional";110350
7464;1801012;"- Reflujo ácido, test de (Grossman o similar) o Reflujo alcalino, test de";15210
6115;1801016;"- Punción biopsia transparietal de órganos abdominales c/u";109050
7825;1801018-3;"Colangiopancreatografía retrógrada c/s papilotomía";387420
7516;1801021;"Neumoperitoneo por punción transparietal";65310
9655;1801023;"Instalación endoscópica de sonda nasogástrica";9120
2218;1801024;"Instalación endoscópica de sonda enteral";28080
8468;1801025-2;"Dilatación de estenosis benignas o malignas del tracto digestivo por balón";163260
1913;1801027-4;"Instalación prótesis plástica (s) en vía biliar o pancreática";249120
1512;1801029-3;"Devolvulación de colon por colonoscopía";77880
2238;1801030-1;"Dilatación ano-rectal, por sesión";31040
2224;1801031-4;"Polipectomía o Mucosectomía endoscópica alta";203040
1601;1801032-2;"Escleroterapia de hemorroides, cualquier número";158410
3890;1801035-2;"Ligadura hemorroides";206220
1471;1801036-4;"Extracción endoscópica de cálculos biliares o pancreáticos";181860
2025;1801038-2;"Punción evacuadora de absceso intraabdominales (hepático u otros), c/s toma de muestra, c/s inyecció";189360
9298;1801041-4;"Punción de líquido ascítico, diagnóstica";145250
3730;1801042-4;"Vaciamiento manual de fecaloma";134880
3142;1801043;"Manometría anorectal convencional";151130
7056;1801046-4;"Hemorroidopexia grapada";1799640
6852;1801048-2;"Punción evacuadora de líquido ascítico";89160
2340;1801050-2;"Endosonografía digestiva alta";618030
4519;1801051-2;"Endosonografía digestiva baja";883520
3644;1801052-3;"Punción guiada con endosonografía digestiva";581360
9158;1801053-3;"Drenaje guiado con endosonografía digestiva";1652200
3927;1801054-2;"Endosonografía ano-rectal";918720
4339;1801055-4;"Septotomía endoscópica (divertículo de zenker y otros)";197780
4568;1801056-3;"Dilatación de acalasia";193170
2834;1801057-3;"Instalación de prótesis autoexpandibles en tracto digestivo";700500
3773;1801058-3;"Instalación de prótesis en vía biliar";332040
4870;1801059;"Test de hidrógeno en aire espirado";142350
4921;1802001-8;"Hernia abdominal por laparotomía (no incluye malla)";1625520
1284;1802101-8;"Hernia abdominal por laparotomía (incluye malla)";2976900
8795;1802154-8;"Hernia Abdominal por acceso miniinvasivo (no Incluye malla)";1219160
2036;1802255-8;"Hernia diafragmática, hernia hiatal, hernia ventral con abordaje retromuscular, cualquier vía (inclu";1488920
8990;1802004-7;"Laparotomía exploradora, c/s liberación de adherencias, c/s drenaje, c/s biopsias como proc. aut. o ";2110100
3902;1802006-7;"Onfalocele (más de 5 cms.); trat. quir.";2411190
8593;1802013-9;Gastrosquisis;1608720
1306;1802007-8;"Peritonitis difusa aguda, trat. quir. (proc. aut.)";2681010
7343;1802008-7;"Tumor y/o quiste peritoneal (parietal)";458660
7692;1802009-8;"Tumor y/o quiste retroperitoneal";3392200
4244;1802010-9;"Antrectomía y vagotomía troncular o selectiva (proc. aut.)";4085460
3942;1802011-10;"Desgastrectomía y neoanastomosis, c/s vaguectomía";1536240
5754;1802012-7;"Gastroenteroanastomosis, cualquier técnica. (proc. aut.)";624120
5299;1802149-10;"By pass gástrico por cirugía abierta";2556030
4391;1802150-12;"By pass gástrico por laparoscopía";19936980
6797;1802014-6;"Gastrotomía y/o gastrostomía (proc. aut.)";1815570
6453;1802016-7;"Piloroplastía (proc. aut.)";486240
7893;1802017-9;"Gastrectomía subtotal con disección ganglionar";2971680
2916;1802019-9;"Dumping y/o síndrome asa aferente, trat. quir.";4395150
9658;1802021-11;"Gastrectomía sub-total proximal con esófago-gastro-anastomosis u otra derivación";5047600
4801;1802023-13;"Gastrectomía total o sub-total ampliada (incluye esplenectomía y pancreatectomía corporocaudal y dis";4491520
6897;1802024-8;"Gastropexia y/u otra cirugía antirreflujo, c/s vagotomía";1868500
8648;1802025-8;"Vagotomía selectiva y superselectiva c/s dren. gástrico, c/s piloroplastía (proc. aut.)";2139000
5776;1802079-11;"Gastrectomía total con ostomías proximal y distal";4561560
3843;1802080-11;"Reconstitución de tránsito en 2° tiempo de operación código 18-02-079";1751440
5669;1802084-9;"Cirugía de la estenosis hipertrófica del píloro. Laparoscopia";948180
5361;1802085-8;"Laparotomía exploradora, instalación de VAC (por procedimiento)";339490
8825;1802087-11;"Cirugía antirreflujo más gastrostomia vía laparoscopia";6732360
6911;1802158-12;"Cirugia bariátrica By Pass Gastrico por laparoscopia";5206250
7918;1802159-12;"Cirugia bariátrica Manga Gastrica por laparoscopia";3599240
3199;1802026-8;"Drenaje de colecciones líquidas hepáticas";2351020
8861;1802027-10;"Colangioenteroanastomosis intrahepática";670740
6975;1802028-8;"Colecistectomía c/s colangiografía operatoria";1110810
3954;1802081-10;"Colecistectomía por videolaparoscopía, proc. completo";3440150
9833;1802029-8;"Colecistectomía y coledocostomía (sonda T y colangiografía postoperatoria) c/s colangiografía operat";1591360
9102;1802030-8;"Colecistogastroanastomosis o colecistoenteroanastomosis";1839800
4357;1802031-7;"Colecistostomía (proc. aut.)";229330
8577;1802032-9;"Colédoco o hepatoenteroanastomosis";522870
5587;1802033-8;"Coledocostomía supraduodenal o hepaticostomía (proc. aut.)";1356880
3431;1802151-8;"Cirugía del quiste de colédoco";1263440
6736;1802034-7;"Colocación de válvula peritoneoyugular derivativa de ascitis";2110100
1539;1802035-12;"Desconexión ácigoportal con transección esofágica";3550150
2410;1802037-8;"Drenaje vía biliar transhepático";2686880
1298;1802038-9;"Esfinteroplastía transduodenal, (proc. aut.)";3631520
2660;1802039-10;"Hepatectomía segmentaria (proc. aut.)";3826200
9100;1802040-8;"Herida traumática de hígado y/o vía biliar, trat. quir.";1563800
4992;1802042-9;"Quiste hidatídico, único o múltiple, y/o cistoyeyunoanastomosis, trat. quir.";1994100
7882;1802100-14;"Trasplante hepático";4721360
6318;1802089-12;"Cirugía de la atresia de vía biliar por vía laparoscopia";4359850
7512;1802043-8;"Abscesos, quistes, pseudoquistes o similares de páncreas, trat. quir.";3345120
6893;1802044-8;"Heridas, traumatismos de páncreas, trat.quir.";3102600
7572;1802046-12;"Pancreatectomía total c/s esplenectomía";8065800
6688;1802047-12;Pancreatoduodenectomía;5667150
8561;1802148-9;Yeyunopancreatostomía;2890200
4409;1802090-9;"Atresia o estenosis duodenal, páncreas anular, reparación quirúrgica. Abierta";1130520
8879;1802049-9;"Autoimplante de bazo (incluye esplenectomía)";800360
1510;1802052-8;"Sutura esplénica (proc. aut.)";1241040
1812;1802053-7;"Apendicectomía y/o dren. absceso apendicular (proc. aut.)";1267100
8537;1802054-7;"Cierre de colostomía (proc. aut.)";229330
6064;1802055-7;"Colostomía (proc. aut.)";1215600
4588;1802056-8;"Colostomía, complicaciones tardías, trat. quir.";2012710
7472;1802057-7;"Divertículo de Meckel, trat. quir.";1528310
7675;1802058-7;"Entero-enteroanastomosis o enterocoloanastomosis (proc. aut.)";2261040
4954;1802060-8;"Ileostomía terminal o en asa (proc. aut.)";2402100
7673;1802061-7;"Invaginación intestinal, trat. quir.";1309980
4189;1802062-7;"Persistencia conducto onfalomesentérico, trat. quir.";873320
5342;1802066-7;"Oclusión intestinal sin resección";2193040
5519;1802067-9;"Colectomía parcial o hemicolectomía";1045740
7015;1802068-10;"Colectomía total abdominal";5787900
8137;1802069-10;"Descenso de colon c/conservación del esfínter, incluye resección de colon";5035200
3073;1802072-7;"Quiste y/o tumor del mesenterio y/o epiplones, único y/o múltiple, trat. quir.";1319200
6159;1802073-9;"Reconstitución tránsito post operación de Hartmann o sim.";5228700
8382;1802074-8;"Resección de intestino y enteroanastomosis (proc. aut.)";1343840
1240;1802075-9;"Resección intestinal masiva por trombosis mesentérica u otra etiología";1788600
7543;1802076-8;"Duplicación intestinal, trat. quir.";335860
3833;1802077-8;"Mal rotación intestinal, trat. quir.";3358600
1894;1802093-10;"Cirugía de la enterocolitis neonatal con resección intestinal";1429800
6165;1802094-12;"Cirugía de la enterocolitis neonatal con resección intestinal laparoscopia";2788140
5516;1802095-10;"Cirugía de la enterocolitis neonatal con resección múltiple";893640
2943;1802096-12;"Cirugía de la enterocolitis neonatal con resección múltiple laparoscopia";5227740
3551;1802098-12;"Cirugía de la enterocolitis neonatal sin resección intestinal laparoscopia";1549000
7936;1802099-10;"Reconstitución de transito post enterocolitis neonatal con una entero-entero anastomosis";522870
2211;1802106-10;"Reconstitución de transito post enterocolitis neonatal con múltiples entero-entero anastomosis";5647050
2268;1802103-12;"Atresia o estenosis yeyuno-ileal, reparación primaria laparoscopia";2204550
4720;1802104-10;"Atresia o estenosis yeyuno-ileal, resección y ostomías abierta";339170
8152;1802105-12;"Atresia o estenosis yeyuno-ileal, resección y ostomías laparoscopia";881820
7552;1803001-5;"Absceso ano rectal complejo, tratamiento quirúrgico";1642950
4683;1803002-4;"Absceso anorrectal simple, trat. quir.";384350
7687;1803003-4;"Absceso sacrocoxígeo, drenaje";465800
5542;1803006-8;"Cuerpo extraño rectal, extracción por vía abdominal";588880
4207;1803007-4;"Cuerpo extraño rectal, extracción por vía anal";470750
7946;1803008-6;"Desgarros y heridas anorrectales con compromiso del esfínter";1525020
3476;1803009-5;"Desgarros y heridas anorrectales sin compromiso del esfínter";1272060
1782;1803010-5;"Esfinterotomía (proc. aut.)";609210
7469;1803011-6;"Estenosis anal, plastía";657920
4335;1803012-7;"Estenosis rectal, plastía";1629630
5992;1803013-7;"Fecaloma, trat. quir.";2386400
7459;1803014-8;"Fístula rectovesical, trat.quir.";1679300
6424;1803015-8;"Fístula rectovaginal, rectouretral o uretrovaginal, trat.quir.";2944400
1595;1803016-6;"Fístula anorrectal, trat.quir.de cualquier tipo";194460
8114;1803018-6;"Hemorroidectomía (incluye otras operaciones complementarias en canal anal)";219580
3906;1803021-7;"Imperforación anal, reconstitución tránsito por vía perineal";654990
9620;1803023-6;"Incontinencia anal, trat.quir. con cerclaje";1750140
7656;1803024-7;"Incontinencia anal, trat.quir. con plastía muscular";1353500
2857;1803026-5;"Pólipo rectal, trat.quir. por vía anal";912750
5818;1803027-8;"Prolapso rectal, trat.quir. por vía abdominal";1973340
6779;1803028-6;"Prolapso rectal, trat.quir. por vía anal";1008650
5101;1803029-12;"Panproctocolectomía (2 equipos)";1613160
1745;1803031-6;"Quiste sacrocoxígeo, trat. quir.";201730
2394;1803032-11;"Resección abdómino-perineal de ano y recto (2 equipos)";4606160
6364;1803033-12;"Resección abdómino-perineal de ano y recto ampliada (2 equipos) (incluye genitales femeninos)";4011780
3661;1803039-10;"Cirugía de la cloaca, primer tiempo de derivación";1097880
3974;1803040-12;"Cirugía de la cloaca, reparación definitiva";5416390
1884;1803042-10;"Cirugía reparadora en Enfermedad de Hirschsprung vía endoanal";440580
6940;1901002-5;"Cistoscopía con o sin sondeo de uno o ambos uréteres, con o sin biopsia";250860
7639;1901003-4;"Cistoscopia y/o uretrocistoscopia y/o uretroscopia (proc.aut.)";304880
6041;1901004-5;Ureteronefroscopia;64990
2732;1901005-2;"Biopsia prostática transrectal o transperineal con apoyo ecográfico";292670
3008;1901035-4;"Biopsia estereotáxica digital de próstata";1509150
6734;1901007-3;"Cistometría (proc.aut.)";117060
5554;1901009-3;"Electromiografía perineal y del esfínter uretral en niños (proc.aut.)";14840
6065;1901010-3;"Perfil uretral (proc.aut.)";136570
1891;1901011;"Uroflujometría (proc.aut.)";113400
2300;1901030-3;"Estudio urodinámico (incluye cistometría, EMG perineal y del esfínter uretral, perfil uretral y urof";540560
5873;1901012;"Cistografía por sonda (de relleno) o por punción hipogástrica";78180
8487;1901013;"Inyección de medio de contraste en cuerpo cavernoso";86170
7856;1901015-5;"Ureteropielografía ascendente (directa) por cateterismo ureteral uni o bilateral";326900
9641;1901016-3;"Uretrografía retrógrada o cistouretrografía (miccional)";52800
3056;1901018;"Dilatación uretra c/s masaje, c/s instilación o inyección de medicamentos: anterior y/o posterior";102400
3402;1901036;"Instilación vesical (incluye colocación de sonda y Micobacterium Bovis para instilación intravesical";793940
4197;1901020-2;"Inyección de medicamentos en el pene";25800
7458;1901022;"Vaciamiento vesical por sonda uretral, (proc. aut.)";70720
5204;1901025;"Peritoneodiálisis por sesión (incluye insumos)";275380
8437;1901026;"Peritoneodiálisis continua en paciente crónico (adulto o niños) (tratamiento mensual)";9445840
9507;1901028;"Hemodiálisis con bicarbonato con insumos (por sesión, incluye traslado paciente)";163380
9030;1901128;"Hemodiálisis con bicarbonato con insumos (por sesión, sin traslado paciente)";305760
5090;1901029;"Hemodiálisis con bicarbonato con insumos (tratamiento mensual)";1922400
7682;1901031-4;"Instalación de catéter de peritoneodiálisis laparoscopia";6693100
3299;1901032-2;"Retiro de catéter de peritoneodiálisis";1252300
2182;1902002-11;"Arterias renales, operaciones sobre (proc. aut.)";2675440
1856;1902003-13;"Auto o heterotrasplante riñón";7390880
5329;1902004-13;"Cirugía de banco, (proc. completo) (micro-extracorpórea), autotrasplante";5392980
7234;1902090-10;"Tratamiento integral litiasis urinaria por vía litotripsia extracorpórea";4935920
2806;1902006-8;"Litiasis renal o ureteral por cirugía abierta o laparoscópica, por pielotomía o nefrotomía mínima o ";4254800
1435;1902008-7;"Lumbotomía exploradora c/s dren., c/s biopsia (proc. aut.)";2741300
1815;1902009-9;"Nefrectomía parcial cualquier vía y técnica. Incluye disección ganglionar etapificadora o reductiva";4704840
1499;1902010-9;"Nefrectomía radical por cáncer renal, traumatismo renal, vía abierta, laparoscópica o robótica, incl";2688480
7031;1902011-8;"Nefrectomía por patología benigna o malformación o trasplante.";699260
3995;1902012-8;"Drenaje percutáneo o endoscópico de hidronefrosis. (proc.autónomo)";3150800
4957;1902015-8;"Suprarrenalectomía unilateral";2978360
7198;1902016-9;"Anastomosis de los uréteres";2338450
6146;1902017-8;"Fístula urétero-vaginal, trat. quir.";3909500
7569;1902018-9;"Nefroureterectomía en patología tumoral o malformación, cualquier vía o técnica.";563360
8250;1902020-7;"Urétero-litotomía abierta";1831020
1311;1902021-5;"Urétero o nefro-litotomía endoscópica c/ureteroscopia rígida o flexible, con o sin fragmentación";2467960
2395;1902022-9;"Ureterectomía, ureteroplastía, ureterorrafia, ureterolisis, transureteroanastomosis, cualquier vía o";935380
5661;1902023-8;"Ureterorrafia y/o ureterolisis c/u";2351020
2769;1902024-9;"Ureterostomía bilateral: vesical, cutánea o intestinal";4679600
7695;1902025-8;"Ureterostomía unilateral: vesical, cutánea o intestinal";439170
3815;1902093-9;"Ureterostomía unilateral: vesical, cutáneo o intestinal por vía de abordaje laparoscopia";5506100
7664;1902027-8;"Cistectomía parcial y/o trat. quir. de divertículo vesical";322020
7098;1902028-11;"Cistectomía radical, cualquier vía o técnica, incluye linfadenectomía ampliada.";3517960
1444;1902029-9;"Cistoplastía, proc. completo";2339800
2322;1902030-7;"Reparación vesical por trauma o daño de cualquier tipo.";436660
9691;1902031-7;"Cistostomía, extracción de litiasis o cuerpo extraño, instalación de catéter suprapúbico, por vía ab";218330
2082;1902034-8;"Cirugía abierta o endoscópica de lesiones cuello vesical y/o hemovejiga primaria o post cirugía prós";266900
3098;1902035-7;"Ligadura de arterias hipogástricas (proc. aut.)";527680
4063;1902036-10;"Operación de Bricker";1925340
5291;1902037-9;"Resección endoscópica de cáncer vesical";1401920
3711;1902038-9;"Reservorio continente intestinal externo o interno";4679600
1830;1902041-7;"Flegmón urinoso, drenaje y cistostomía";486240
7391;1902043-7;"Uretroplastía sin substitución - uretrorrafía";2110720
4969;1902044-8;"Uretroplastía de substitución, cada tiempo";1973340
9798;1902045-8;"Incontinencia urinaria de esfuerzo o d.i.e. (disfunción intrínseca del esfínter), cualquier vía únic";1562950
9336;1902047-5;"Meatotomía quirúrgica c/s resección de pólipo o carúncula";946740
5468;1902049-8;"Uretrectomía y/o plastía abierta de la uretra en cualquiera de sus porciones, por trauma, o estenosi";6755920
7791;1902050-5;"Fistulectomía uretral";759440
3252;1902052-5;"Uretrotomía externa (proc. aut.)";1329020
7935;1902053-5;"Uretrotomía interna y/o uretrolitotomía (proc. aut.)";1869840
4646;1902055-8;"Adenoma o cáncer prostático, resección endoscópica desobstructiva, cualquier técnica (uni, bipolar, ";1370640
7438;1902056-8;"Adenoma prostático, trat. quir. cualquier vía o técnica abierta";3017280
1997;1902057-10;"Prostatectomía radical por cáncer prostático, vía abierta, laparoscópica o robótica, incluye linfade";6721200
5461;1902059-5;"Biopsia quirúrgica de testículo y/o aspiración epididimaria.";1095300
2351;1902060-6;"Descenso testicular con o sin hernia, cualquier tiempo, cualquier técnica";2010480
9632;1902061-5;"Descenso testículo inguinal c/s hernioplastía";1932300
7125;1902062-6;"Escroto, plastía de, proc. completo";1361220
4980;1902063-5;"Hidatidectomía unilat. c/s eversión de la vaginal (proc. aut.)";912750
9531;1902064-5;"Hidrocele y/o hematocele, incluye quistes cordón y/o epidídimo y/o hidatidectomías y/o cirugía intra";1277850
8285;1902065-5;"Orquidectomía unilateral";365100
6727;1902067-5;"Prótesis testicular, (proc. aut.)";1095300
9070;1902068-6;"Orquidectomía ampliada por cáncer testicular";1359300
1759;1902070-7;"Anastomosis deferentes o epidídimo-deferencial";2914200
2058;1902072-7;"Plastía epidídimo-deferente (operación de Martín o sim.)";874260
7755;1902074-5;"Exploración escroto agudo. Incluye hematocele por trauma, destorsión y fijación testículo, hidatidec";1708740
2189;1902075-5;"Varicocele unilateral y/o denervación cordón espermático (incluye quistes, hidátides e hidrocele mis";547650
6994;1902078-6;"Amputación parcial del pene (proc. aut.)";1585850
7792;1902079-8;"Amputación total del pene, proc. completo";1110810
8347;1902080-4;"Biopsia de pene (proc. aut.)";150180
7123;1902081-6;"Cirugía del priapismo cualquier vía o técnica";2265500
3237;1902082-5;"Circuncisión (incluye sección de frenillo, y/o de sinequias bálano-prepuciales, y/o incisión dorsal ";759440
6554;1902084-4;"Meatotomía hombre y/o sección frenillo y/o incisión dorsal, (proc. aut.)";225300
4600;1902085-7;"Implantación prótesis peneana cualquier tipo o vía (no incluye prótesis)";3367260
4786;2001002-1;Colposcopía;92000
9087;2001005-4;"Histeroscopía diagnóstica (proc. aut.)";78320
2461;2001006-4;Amniocentesis;113580
8053;2001007-3;"Culdocentesis (punción del Douglas)";52720
1272;2001009;"Monitoreo basal con informe";20600
6963;2001021;Cordocentesis;206500
7847;2001012-3;"Galactografía (a.c. 04-02-005)";79980
3440;2001013-3;"Histerosalpingografía (a.c. 04-02-011)";120820
4419;2001014-2;"Biopsia endometrio, vulva, vagina, cuello, c/u (proc. aut.)";235080
4604;2001016-2;"Electrodiatermo o criocoagulación de lesiones del cuello";159660
7802;2001022-3;"Punción evacuadora de quistes mamarios, c/s toma de muestras, c/s inyección de medicamentos";97760
1751;2001023;"Biopsia estereotáxica digital de mama";4963840
6815;2001024;"Biopsia corial";112750
1789;2001025;"Toma de biopsia con aguja bajo visión ecográfica de la Mama (Biopsia Core)";80040
4083;2001026;"Instalación o retiro dispositivo subdérmico anticonceptivo";53100
7333;2002001-3;"Absceso y/o hematoma de mama, trat.quir.";314510
5795;2002002-6;"Mastectomía parcial (cuadrantectomía o similar) o total s/vaciamiento ganglionar";2343870
6799;2002003-7;"Mastectomía radical o tumorectomía c/vaciamiento ganglionar o mastectomía total c/vaciamiento gangli";2823840
9024;2002005-5;"Tumor benigno y/o quiste y/o mama supernumeraria y/o aberrante o politelia, o biopsia quirúrgica ext";1825500
9771;2002006-5;"Biopsia linfonodo centinela";758380
8293;2003031-7;"Videolaparoscopía ginecológica exploradora (incluye toma de muestras para biopsias, punción de quist";775720
2217;2003042-12;"Linfadenectomía pélvica bilateral laparoscopia";6184880
1775;2003044-10;"Linfadenectomía pelvica bilateral abierta";6686640
8168;2003043-12;"Traquelectomía radical";2949660
4710;2003045-14;"Traquelectomía radical laparoscópica";4038630
1822;2003046-10;"Traquelectomía simple por vía vaginal";1485920
5024;2003001-7;"Ooforectomía parcial o total, uni o bilateral (proc. aut.)";1758720
1536;2003003-7;"Embarazo tubario, trat. quir.";535820
6764;2003004-7;"Ligadura o sección uni o bilateral de las trompas (Madlener, Pomeroy, o similares) (proc. aut.)";1899090
4245;2003005-7;"Salpingectomía uni o bilateral";2110100
5198;2003006-9;"Esterilidad tubaria, operación plástica uni o bilateral con microcirugía";907880
7777;2003008-8;Miomectomía;522560
3688;2003041-8;"Extracción de DIU incrustado, por vía abdominal";1828960
6985;2003009-8;"Histerectomía subtotal por vía abdominal";2171820
5212;2003010-8;"Histerectomía total o ampliada por vía abdominal";3895150
5448;2003011-8;"Ligamento ancho: abscesos y/o hematomas y/o flegmones y/o quistomas y/o várices u otros, trat. quir.";301340
2579;2003012-5;"Conización y/o amputación del cuello uterino, diagnóstica y/o terapéutica c/s biopsia";1277850
4311;2003013-13;"Exanteración pelviana anterior y/o posterior";9773500
4126;2003014-8;"Histerectomía por vía vaginal";2333900
8232;2003015-10;"Histerectomía radical con disección pelviana completa de territorios ganglionares, incluye ganglios ";5317760
4829;2003016-8;"Histerectomía total c/intervención incontinencia urinaria, cualquier técnica";5380200
5817;2003017-8;Histeropexia;484140
6223;2003018-8;"Plastía uterina (operación de Strassmann o similares)";2649960
8372;2003019-4;"Polipectomía (uno o más) (proc. aut.)";569000
6291;2003020-5;"Sinequia y/o estenosis cervical, trat. quir.";389440
2430;2003030-5;"Desgarro cervical trat. quir.";1277850
5790;2003040-5;"Incompetencia cervical trat. quir.";631040
1988;2003021-5;Colpoceliotomía;194720
1277;2003022-6;"Incontinencia urinaria de esfuerzo, trat. quir. por vía vaginal (proc. aut.)";1812400
3232;2003023-8;"Prolapso anterior y/o posterior con repar., incontinencia urinaria por vía extravaginal o combinada";1481080
5230;2003025-5;"Quiste y/o desgarro y/o tabique vaginal, trat. quir.";876240
2746;2003026-4;"Bartolinitis, vaciamiento y drenaje (proc. aut.)";232900
9472;2003027-5;"Bartolinocistoneostomía o extirp. de la glándula";182550
7890;2003028-8;"Vulvectomía radical";1669470
6160;2003029-6;"Vulvectomía simple";316150
5976;2003048-13;"Implante conjunto de neuroelectrodo sacro cuadripolar y generador de pulso implantable de neuromodul";3448520
3623;2003050-5;"Implante de generador de pulso implantable de neuromodulación sacra";4474140
6208;2004001-4;"- Aborto retenido, vaciamiento de (incluye la inducción en los casos que corresponda)";1334880
2353;2004007-2;"Aspiración manual endouterina (AMEU)";246280
6929;2004008;"Tratamiento Farmacológico Ley IVE (incluye Consulta especialidad en Obstetricia y Ginecología y fárm";130240
1530;2004010;"Honorario Matrona por la atención en preparto (desde ingreso a centro asistencial por trabajo de par";61980
5676;2004011;"Honorario de Matrona por atención integral en control y manejo del trabajo de parto (periodo expulsi";218520
8936;2004012;"Honorario Matrona por atención en post parto. (Incluye dos controles en puerperio)";229460
3649;2004006-7;"Cesárea c/s salpingoligadura o salpingectomía";1318870
8850;2004005-8;"Cesárea con histerectomía";2221620
4507;2004009-2;"Fototerapia a recién nacidos";12900
7666;2004103-6;"Parto normal";1318800
3988;2004113-6;"Parto distócico vaginal";1387540
