[2025-10-29 12:19:19] L2 codF:'0101001'->101001 | valor:'7.290'->7290
[2025-10-29 12:19:19] L1392 valor:'601.710'->601710
[2025-10-29 12:19:19] L1393 valor:'164.480'->164480
[2025-10-29 12:19:19] L1394 valor:'570.400'->570400
[2025-10-29 12:19:19] L1395 valor:'294.130'->294130
[2025-10-29 12:19:19] L1396 valor:'493.890'->493890
[2025-10-29 12:19:19] L1397 atencion:>100 -> trunc | valor:'811.930'->811930
[2025-10-29 12:19:19] L1398 valor:'189.860'->189860
[2025-10-29 12:19:19] L1399 valor:'686.150'->686150
[2025-10-29 12:19:19] L1400 valor:'201.730'->201730
[2025-10-29 12:19:19] L1401 valor:'194.460'->194460
[2025-10-29 12:19:19] L1402 valor:'201.730'->201730
[2025-10-29 12:19:19] L1403 valor:'312.060'->312060
[2025-10-29 12:19:19] L1404 valor:'86.580'->86580
[2025-10-29 12:19:19] L1405 valor:'214.700'->214700
[2025-10-29 12:19:19] L1406 valor:'180.380'->180380
[2025-10-29 12:19:19] L1407 atencion:>100 -> trunc | valor:'601.710'->601710
[2025-10-29 12:19:19] L1408 atencion:>100 -> trunc | valor:'377.590'->377590
[2025-10-29 12:19:19] L1409 valor:'60.330'->60330
[2025-10-29 12:19:19] L1410 valor:'51.810'->51810
[2025-10-29 12:19:19] L1411 atencion:>100 -> trunc | valor:'143.100'->143100
[2025-10-29 12:19:19] L1412 valor:'40.350'->40350
[2025-10-29 12:19:19] L1413 valor:'112.080'->112080
[2025-10-29 12:19:19] L1414 valor:'134.600'->134600
[2025-10-29 12:19:19] L1415 valor:'156.880'->156880
[2025-10-29 12:19:19] L1416 atencion:Normalizada | valor:'41.490'->41490
[2025-10-29 12:19:19] L1417 atencion:Normalizada | valor:'67.250'->67250
[2025-10-29 12:19:19] L1418 valor:'118.090'->118090
[2025-10-29 12:19:19] L1419 valor:'78.290'->78290
[2025-10-29 12:19:19] L1420 valor:'457.190'->457190
[2025-10-29 12:19:19] L1421 valor:'204.790'->204790
[2025-10-29 12:19:19] L1422 valor:'143.100'->143100
[2025-10-29 12:19:19] L1423 valor:'183.310'->183310
[2025-10-29 12:19:19] L1424 valor:'153.960'->153960
[2025-10-29 12:19:19] L1425 valor:'309.020'->309020
[2025-10-29 12:19:19] L1426 valor:'283.290'->283290
[2025-10-29 12:19:19] L1427 valor:'278.110'->278110
[2025-10-29 12:19:19] L1428 valor:'283.290'->283290
[2025-10-29 12:19:19] L1429 valor:'143.100'->143100
[2025-10-29 12:19:19] L1430 valor:'182.550'->182550
[2025-10-29 12:19:19] L1431 valor:'243.120'->243120
[2025-10-29 12:19:19] L1432 valor:'647.040'->647040
[2025-10-29 12:19:19] L1433 valor:'332.760'->332760
[2025-10-29 12:19:19] L1434 valor:'494.360'->494360
[2025-10-29 12:19:19] L1435 valor:'201.730'->201730
[2025-10-29 12:19:19] L1436 valor:'138.800'->138800
[2025-10-29 12:19:19] L1437 valor:'274.830'->274830
[2025-10-29 12:19:19] L1438 valor:'219.580'->219580
[2025-10-29 12:19:19] L1439 valor:'189.860'->189860
[2025-10-29 12:19:19] L1440 valor:'173.270'->173270
[2025-10-29 12:19:19] L1441 valor:'41.490'->41490
[2025-10-29 12:19:19] L1442 valor:'189.860'->189860
[2025-10-29 12:19:19] L1443 valor:'182.550'->182550
[2025-10-29 12:19:19] L1444 valor:'189.860'->189860
[2025-10-29 12:19:19] L1445 valor:'191.850'->191850
[2025-10-29 12:19:19] L1446 valor:'189.860'->189860
[2025-10-29 12:19:19] L1447 valor:'189.860'->189860
[2025-10-29 12:19:19] L1448 valor:'189.860'->189860
[2025-10-29 12:19:19] L1449 valor:'189.860'->189860
[2025-10-29 12:19:19] L1450 valor:'189.860'->189860
[2025-10-29 12:19:19] L1451 valor:'182.550'->182550
[2025-10-29 12:19:19] L1452 valor:'339.720'->339720
[2025-10-29 12:19:19] L1453 valor:'274.830'->274830
[2025-10-29 12:19:19] L1454 valor:'200.880'->200880
[2025-10-29 12:19:19] L1455 valor:'630.950'->630950
[2025-10-29 12:19:19] L1456 valor:'630.950'->630950
[2025-10-29 12:19:19] L1457 valor:'737.570'->737570
[2025-10-29 12:19:19] L1458 valor:'737.570'->737570
[2025-10-29 12:19:19] L1459 valor:'219.580'->219580
[2025-10-29 12:19:19] L1460 valor:'630.950'->630950
[2025-10-29 12:19:19] L1461 valor:'770.550'->770550
[2025-10-29 12:19:19] L1462 valor:'183.310'->183310
[2025-10-29 12:19:19] L1463 valor:'194.460'->194460
[2025-10-29 12:19:19] L1464 valor:'236.430'->236430
[2025-10-29 12:19:19] L1465 valor:'195.150'->195150
[2025-10-29 12:19:19] L1466 valor:'152.590'->152590
[2025-10-29 12:19:19] L1467 valor:'277.570'->277570
[2025-10-29 12:19:19] L1468 valor:'269.930'->269930
[2025-10-29 12:19:19] L1469 valor:'211.810'->211810
[2025-10-29 12:19:19] L1470 valor:'339.720'->339720
[2025-10-29 12:19:19] L1471 valor:'152.590'->152590
[2025-10-29 12:19:19] L1472 valor:'67.250'->67250
[2025-10-29 12:19:19] L1473 valor:'152.590'->152590
[2025-10-29 12:19:19] L1474 valor:'164.480'->164480
[2025-10-29 12:19:19] L1475 valor:'164.480'->164480
[2025-10-29 12:19:19] L1476 valor:'41.040'->41040
[2025-10-29 12:19:19] L1477 valor:'27.850'->27850
[2025-10-29 12:19:19] L1478 valor:'58.720'->58720
[2025-10-29 12:19:19] L1479 valor:'87.930'->87930
[2025-10-29 12:19:19] L1480 atencion:Normalizada | valor:'157.790'->157790
[2025-10-29 12:19:19] L1481 atencion:>100 -> trunc | valor:'95.530'->95530
[2025-10-29 12:19:19] L1482 valor:'26.440'->26440
[2025-10-29 12:19:19] L1483 valor:'17.600'->17600
[2025-10-29 12:19:19] L1484 valor:'5.270'->5270
[2025-10-29 12:19:19] L1485 valor:'8.800'->8800
[2025-10-29 12:19:19] L1486 valor:'20.510'->20510
[2025-10-29 12:19:19] L1487 valor:'17.600'->17600
[2025-10-29 12:19:19] L1488 valor:'26.440'->26440
[2025-10-29 12:19:19] L1489 valor:'50.280'->50280
[2025-10-29 12:19:19] L1490 valor:'17.600'->17600
[2025-10-29 12:19:19] L1491 valor:'35.240'->35240
[2025-10-29 12:19:19] L1492 valor:'26.440'->26440
[2025-10-29 12:19:19] L1493 valor:'17.600'->17600
[2025-10-29 12:19:19] L1494 atencion:Normalizada | valor:'44.060'->44060
[2025-10-29 12:19:19] L1495 valor:'44.060'->44060
[2025-10-29 12:19:19] L1496 valor:'18.120'->18120
[2025-10-29 12:19:19] L1497 valor:'45.260'->45260
[2025-10-29 12:19:19] L1498 atencion:>100 -> trunc | valor:'79.860'->79860
[2025-10-29 12:19:19] L1499 atencion:>100 -> trunc | valor:'53.260'->53260
[2025-10-29 12:19:19] L1500 atencion:>100 -> trunc | valor:'159.750'->159750
[2025-10-29 12:19:19] L1501 atencion:>100 -> trunc | valor:'106.500'->106500
[2025-10-29 12:19:19] L1502 valor:'53.260'->53260
[2025-10-29 12:19:19] L1503 valor:'53.260'->53260
[2025-10-29 12:19:19] L1504 atencion:>100 -> trunc | valor:'166.420'->166420
[2025-10-29 12:19:19] L1505 atencion:>100 -> trunc | valor:'133.130'->133130
[2025-10-29 12:19:19] L1506 atencion:>100 -> trunc | valor:'133.130'->133130
[2025-10-29 12:19:19] L1507 valor:'99.850'->99850
[2025-10-29 12:19:19] L1508 valor:'166.420'->166420
[2025-10-29 12:19:19] L1509 valor:'133.130'->133130
[2025-10-29 12:19:19] L1510 valor:'76.010'->76010
[2025-10-29 12:19:19] L1511 atencion:>100 -> trunc | valor:'20.450'->20450
[2025-10-29 12:19:19] L1512 atencion:>100 -> trunc | valor:'99.850'->99850
[2025-10-29 12:19:19] L1513 atencion:>100 -> trunc | valor:'83.180'->83180
[2025-10-29 12:19:19] L1514 valor:'53.260'->53260
[2025-10-29 12:19:19] L1515 valor:'21.280'->21280
[2025-10-29 12:19:19] L1516 valor:'66.560'->66560
[2025-10-29 12:19:19] L1517 valor:'106.500'->106500
[2025-10-29 12:19:19] L1518 atencion:Normalizada | valor:'14.780'->14780
[2025-10-29 12:19:19] L1519 atencion:Normalizada | valor:'26.610'->26610
[2025-10-29 12:19:19] L1520 atencion:Normalizada | valor:'47.900'->47900
[2025-10-29 12:19:19] L1521 valor:'7.140'->7140 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1522 valor:'20.120'->20120 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1523 atencion:>100 -> trunc | valor:'34.120'->34120 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1524 atencion:Normalizada | valor:'65.140'->65140 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1525 valor:'72.590'->72590 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1526 atencion:>100 -> trunc | valor:'40.720'->40720 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1527 valor:'315.060'->315060 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1528 valor:'358.190'->358190 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1529 valor:'292.090'->292090 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1530 atencion:Normalizada | atencion:>100 -> trunc | valor:'375.190'->375190 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1531 valor:'383.900'->383900 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1532 valor:'324.670'->324670 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1533 valor:'346.540'->346540 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1534 valor:'414.370'->414370 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1535 atencion:>100 -> trunc | valor:'2.689.060'->2689060 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1536 valor:'1.679.590'->1679590 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1537 valor:'1.625.620'->1625620 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1538 valor:'1.703.080'->1703080 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1539 valor:'240.990'->240990 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1540 valor:'549.960'->549960 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1541 valor:'203.910'->203910 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1542 atencion:Normalizada | valor:'1.651.920'->1651920 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1543 atencion:Normalizada | valor:'1.651.920'->1651920 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1544 valor:'39.500'->39500 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1545 valor:'83.840'->83840 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1546 valor:'63.160'->63160 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1547 valor:'61.350'->61350 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1548 valor:'55.510'->55510 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1549 valor:'72.030'->72030 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1550 valor:'23.670'->23670 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1551 valor:'18.600'->18600 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1552 valor:'46.700'->46700 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1553 valor:'11.610'->11610 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1554 valor:'4.680'->4680 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1555 valor:'14.840'->14840 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1556 valor:'20.870'->20870 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1557 valor:'15.610'->15610 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1558 valor:'23.350'->23350 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1559 valor:'18.600'->18600 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1560 valor:'77.890'->77890 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1561 valor:'166.020'->166020 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1562 valor:'67.460'->67460 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1563 valor:'67.460'->67460 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1564 valor:'107.850'->107850 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1565 valor:'228.930'->228930 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1566 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1567 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1568 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1569 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1570 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1571 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1572 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1573 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1574 valor:'367.440'->367440 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1575 valor:'432.720'->432720 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1576 valor:'216.350'->216350 | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1577 valor:'242.070'->242070
[2025-10-29 12:19:19] L1578 valor:'346.520'->346520
[2025-10-29 12:19:19] L1579 valor:'597.270'->597270
[2025-10-29 12:19:19] L1580 valor:'748.270'->748270
[2025-10-29 12:19:19] L1581 valor:'602.110'->602110
[2025-10-29 12:19:19] L1582 atencion:>100 -> trunc | valor:'491.460'->491460
[2025-10-29 12:19:19] L1583 atencion:>100 -> trunc | valor:'322.020'->322020
[2025-10-29 12:19:19] L1584 valor:'772.130'->772130
[2025-10-29 12:19:19] L1585 valor:'367.230'->367230
[2025-10-29 12:19:19] L1586 valor:'991.800'->991800
[2025-10-29 12:19:19] L1587 valor:'1.448.820'->1448820
[2025-10-29 12:19:19] L1588 valor:'670.740'->670740
[2025-10-29 12:19:19] L1589 valor:'546.600'->546600
[2025-10-29 12:19:19] L1590 valor:'647.960'->647960
[2025-10-29 12:19:19] L1591 valor:'647.960'->647960
[2025-10-29 12:19:19] L1592 atencion:Normalizada | valor:'546.600'->546600
[2025-10-29 12:19:19] L1593 valor:'387.980'->387980
[2025-10-29 12:19:19] L1594 valor:'472.300'->472300
[2025-10-29 12:19:19] L1595 valor:'546.600'->546600
[2025-10-29 12:19:19] L1596 valor:'546.600'->546600
[2025-10-29 12:19:19] L1597 valor:'254.460'->254460
[2025-10-29 12:19:19] L1598 atencion:>100 -> trunc | valor:'491.450'->491450
[2025-10-29 12:19:19] L1599 valor:'491.590'->491590
[2025-10-29 12:19:19] L1600 valor:'1.024.960'->1024960
[2025-10-29 12:19:19] L1601 valor:'710.030'->710030
[2025-10-29 12:19:19] L1602 valor:'613.440'->613440
[2025-10-29 12:19:19] L1603 valor:'48.280'->48280
[2025-10-29 12:19:19] L1604 valor:'398.740'->398740
[2025-10-29 12:19:19] L1605 valor:'390.950'->390950
[2025-10-29 12:19:19] L1606 valor:'1.160.980'->1160980
[2025-10-29 12:19:19] L1607 valor:'182.550'->182550
[2025-10-29 12:19:19] L1608 atencion:>100 -> trunc | valor:'202.260'->202260
[2025-10-29 12:19:19] L1609 valor:'371.680'->371680
[2025-10-29 12:19:19] L1610 valor:'226.550'->226550
[2025-10-29 12:19:19] L1611 atencion:>100 -> trunc | valor:'194.460'->194460
[2025-10-29 12:19:19] L1612 valor:'201.730'->201730
[2025-10-29 12:19:19] L1613 valor:'356.000'->356000
[2025-10-29 12:19:19] L1614 atencion:>100 -> trunc | valor:'306.620'->306620
[2025-10-29 12:19:19] L1615 valor:'432.720'->432720
[2025-10-29 12:19:19] L1616 valor:'216.350'->216350
[2025-10-29 12:19:19] L1617 valor:'291.420'->291420
[2025-10-29 12:19:19] L1618 valor:'374.140'->374140
[2025-10-29 12:19:19] L1619 valor:'58.720'->58720
[2025-10-29 12:19:19] L1620 valor:'113.830'->113830
[2025-10-29 12:19:19] L1621 valor:'467.690'->467690
[2025-10-29 12:19:19] L1622 valor:'419.410'->419410
[2025-10-29 12:19:19] L1623 valor:'471.140'->471140
[2025-10-29 12:19:19] L1624 valor:'398.740'->398740
[2025-10-29 12:19:19] L1625 valor:'580.440'->580440
[2025-10-29 12:19:19] L1626 valor:'534.580'->534580
[2025-10-29 12:19:19] L1627 valor:'748.410'->748410
[2025-10-29 12:19:19] L1628 valor:'382.350'->382350
[2025-10-29 12:19:19] L1629 valor:'262.320'->262320
[2025-10-29 12:19:19] L1630 valor:'390.950'->390950
[2025-10-29 12:19:19] L1631 valor:'182.550'->182550
[2025-10-29 12:19:19] L1632 valor:'419.410'->419410
[2025-10-29 12:19:19] L1633 valor:'364.280'->364280
[2025-10-29 12:19:19] L1634 valor:'414.420'->414420
[2025-10-29 12:19:19] L1635 valor:'710.030'->710030
[2025-10-29 12:19:19] L1636 valor:'189.860'->189860
[2025-10-29 12:19:19] L1637 valor:'2.128.420'->2128420
[2025-10-29 12:19:19] L1638 valor:'710.030'->710030
[2025-10-29 12:19:19] L1639 valor:'710.030'->710030
[2025-10-29 12:19:19] L1640 valor:'793.740'->793740
[2025-10-29 12:19:19] L1641 valor:'630.950'->630950
[2025-10-29 12:19:19] L1642 valor:'256.530'->256530
[2025-10-29 12:19:19] L1643 valor:'2.570.210'->2570210
[2025-10-29 12:19:19] L1644 valor:'520.650'->520650
[2025-10-29 12:19:19] L1645 valor:'491.460'->491460
[2025-10-29 12:19:19] L1646 valor:'650.020'->650020
[2025-10-29 12:19:19] L1647 valor:'601.710'->601710
[2025-10-29 12:19:19] L1648 valor:'387.980'->387980
[2025-10-29 12:19:19] L1649 valor:'7.968.750'->7968750
[2025-10-29 12:19:19] L1650 atencion:Normalizada | valor:'7.661.810'->7661810
[2025-10-29 12:19:19] L1651 atencion:>100 -> trunc | valor:'274.690'->274690
[2025-10-29 12:19:19] L1652 atencion:>100 -> trunc | valor:'4.847.260'->4847260
[2025-10-29 12:19:19] L1653 atencion:>100 -> trunc | valor:'2.934.870'->2934870
[2025-10-29 12:19:19] L1654 atencion:>100 -> trunc | valor:'1.804.790'->1804790
[2025-10-29 12:19:19] L1655 valor:'374.820'->374820
[2025-10-29 12:19:19] L1656 valor:'513.210'->513210
[2025-10-29 12:19:19] L1657 atencion:>100 -> trunc | valor:'503.800'->503800
[2025-10-29 12:19:19] L1658 valor:'364.280'->364280
[2025-10-29 12:19:19] L1659 valor:'331.130'->331130
[2025-10-29 12:19:19] L1660 valor:'253.080'->253080
[2025-10-29 12:19:19] L1661 valor:'308.210'->308210
[2025-10-29 12:19:19] L1662 valor:'450.060'->450060
[2025-10-29 12:19:19] L1663 valor:'387.980'->387980
[2025-10-29 12:19:19] L1664 valor:'322.920'->322920
[2025-10-29 12:19:19] L1665 valor:'473.690'->473690
[2025-10-29 12:19:19] L1666 valor:'164.480'->164480
[2025-10-29 12:19:19] L1667 valor:'246.150'->246150
[2025-10-29 12:19:19] L1668 valor:'211.010'->211010
[2025-10-29 12:19:19] L1669 valor:'299.920'->299920
[2025-10-29 12:19:19] L1670 valor:'278.970'->278970
[2025-10-29 12:19:19] L1671 atencion:Normalizada | valor:'349.630'->349630
[2025-10-29 12:19:19] L1672 valor:'364.270'->364270
[2025-10-29 12:19:19] L1673 valor:'997.290'->997290
[2025-10-29 12:19:19] L1674 valor:'553.440'->553440
[2025-10-29 12:19:19] L1675 valor:'341.820'->341820
[2025-10-29 12:19:19] L1676 atencion:>100 -> trunc | valor:'413.150'->413150
[2025-10-29 12:19:19] L1677 valor:'456.950'->456950
[2025-10-29 12:19:19] L1678 valor:'454.610'->454610
[2025-10-29 12:19:19] L1679 valor:'471.560'->471560
[2025-10-29 12:19:19] L1680 valor:'622.470'->622470
[2025-10-29 12:19:19] L1681 valor:'336.670'->336670
[2025-10-29 12:19:19] L1682 valor:'387.980'->387980
[2025-10-29 12:19:19] L1683 valor:'531.230'->531230
[2025-10-29 12:19:19] L1684 valor:'350.480'->350480
[2025-10-29 12:19:19] L1685 valor:'387.980'->387980
[2025-10-29 12:19:19] L1686 valor:'344.410'->344410
[2025-10-29 12:19:19] L1687 valor:'413.540'->413540
[2025-10-29 12:19:19] L1688 valor:'418.970'->418970
[2025-10-29 12:19:19] L1689 valor:'322.920'->322920
[2025-10-29 12:19:19] L1690 valor:'382.700'->382700
[2025-10-29 12:19:19] L1691 valor:'109.250'->109250
[2025-10-29 12:19:19] L1692 valor:'346.600'->346600
[2025-10-29 12:19:19] L1693 valor:'474.570'->474570
[2025-10-29 12:19:19] L1694 valor:'76.870'->76870
[2025-10-29 12:19:19] L1695 valor:'353.520'->353520
[2025-10-29 12:19:19] L1696 valor:'484.030'->484030
[2025-10-29 12:19:19] L1697 valor:'2.870.280'->2870280
[2025-10-29 12:19:19] L1698 valor:'664.710'->664710
[2025-10-29 12:19:19] L1699 valor:'302.210'->302210
[2025-10-29 12:19:19] L1700 valor:'313.790'->313790
[2025-10-29 12:19:19] L1701 valor:'422.570'->422570
[2025-10-29 12:19:19] L1702 valor:'387.980'->387980
[2025-10-29 12:19:19] L1703 valor:'630.950'->630950
[2025-10-29 12:19:19] L1704 valor:'643.100'->643100
[2025-10-29 12:19:19] L1705 valor:'506.810'->506810
[2025-10-29 12:19:19] L1706 valor:'619.430'->619430
[2025-10-29 12:19:19] L1707 valor:'346.600'->346600
[2025-10-29 12:19:19] L1708 valor:'322.920'->322920
[2025-10-29 12:19:19] L1709 valor:'322.920'->322920
[2025-10-29 12:19:19] L1710 valor:'575.770'->575770
[2025-10-29 12:19:19] L1711 valor:'357.330'->357330
[2025-10-29 12:19:19] L1712 valor:'301.340'->301340
[2025-10-29 12:19:19] L1713 valor:'727.160'->727160
[2025-10-29 12:19:19] L1714 valor:'575.770'->575770
[2025-10-29 12:19:19] L1715 valor:'1.107.880'->1107880
[2025-10-29 12:19:19] L1716 valor:'575.770'->575770
[2025-10-29 12:19:19] L1717 valor:'408.640'->408640
[2025-10-29 12:19:19] L1718 valor:'672.310'->672310
[2025-10-29 12:19:19] L1719 valor:'920.500'->920500
[2025-10-29 12:19:19] L1720 valor:'408.640'->408640
[2025-10-29 12:19:19] L1721 valor:'491.460'->491460
[2025-10-29 12:19:19] L1722 valor:'992.450'->992450
[2025-10-29 12:19:19] L1723 valor:'864.940'->864940
[2025-10-29 12:19:19] L1724 valor:'864.940'->864940
[2025-10-29 12:19:19] L1725 valor:'383.570'->383570
[2025-10-29 12:19:19] L1726 valor:'429.710'->429710
[2025-10-29 12:19:19] L1727 valor:'205.810'->205810
[2025-10-29 12:19:19] L1728 valor:'364.270'->364270
[2025-10-29 12:19:19] L1729 valor:'498.760'->498760
[2025-10-29 12:19:19] L1730 valor:'205.810'->205810
[2025-10-29 12:19:19] L1731 atencion:Normalizada | valor:'270.530'->270530
[2025-10-29 12:19:19] L1732 valor:'364.270'->364270
[2025-10-29 12:19:19] L1733 valor:'498.760'->498760
[2025-10-29 12:19:19] L1734 valor:'242.070'->242070
[2025-10-29 12:19:19] L1735 valor:'335.860'->335860
[2025-10-29 12:19:19] L1736 valor:'656.930'->656930
[2025-10-29 12:19:19] L1737 valor:'390.950'->390950
[2025-10-29 12:19:19] L1738 valor:'620.410'->620410
[2025-10-29 12:19:19] L1739 valor:'751.430'->751430
[2025-10-29 12:19:19] L1740 valor:'627.270'->627270
[2025-10-29 12:19:19] L1741 valor:'682.410'->682410
[2025-10-29 12:19:19] L1742 valor:'297.890'->297890
[2025-10-29 12:19:19] L1743 valor:'506.810'->506810
[2025-10-29 12:19:19] L1744 valor:'453.940'->453940
[2025-10-29 12:19:19] L1745 valor:'575.770'->575770
[2025-10-29 12:19:19] L1746 valor:'788.310'->788310
[2025-10-29 12:19:19] L1747 valor:'371.680'->371680
[2025-10-29 12:19:19] L1748 valor:'806.530'->806530
[2025-10-29 12:19:19] L1749 valor:'806.530'->806530
[2025-10-29 12:19:19] L1750 valor:'620.410'->620410
[2025-10-29 12:19:19] L1751 valor:'6.970'->6970 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1752 valor:'11.610'->11610 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1753 valor:'17.600'->17600 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1754 valor:'17.080'->17080 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1755 atencion:>100 -> trunc | valor:'18.550'->18550 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1756 valor:'14.790'->14790 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1757 valor:'28.290'->28290 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1758 valor:'6.550'->6550 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1759 valor:'11.610'->11610 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1760 valor:'16.760'->16760 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1761 valor:'17.220'->17220 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1762 valor:'9.290'->9290 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1763 valor:'14.800'->14800 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1764 valor:'11.610'->11610 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1765 valor:'4.810'->4810 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1766 valor:'14.840'->14840 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1767 valor:'5.840'->5840 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1768 valor:'24.590'->24590 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1769 valor:'6.550'->6550 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1770 atencion:>100 -> trunc | valor:'41.820'->41820 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1771 valor:'24.540'->24540 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1772 valor:'44.330'->44330 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1773 valor:'47.660'->47660 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1774 valor:'44.230'->44230 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1775 valor:'17.730'->17730 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1776 valor:'24.590'->24590 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1777 valor:'13.590'->13590 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1778 valor:'14.800'->14800 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1779 valor:'1.873.520'->1873520 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1780 valor:'175.420'->175420 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1781 valor:'1.873.520'->1873520 | tipo:Normalizado | tipo:>30 -> trunc
[2025-10-29 12:19:19] L1782 valor:'4.940'->4940 | tipo:Normalizado | tipo:>30 -> trunc
